,개인,외국인,기관
2013-03-28,-341 ,"-1,508 ","1,933 "
2013-03-27,"-1,533 ","-2,131 ","3,649 "
2013-03-26,-858 ,-347 ,"1,037 "
2013-03-25,-627 ,-929 ,"1,598 "
2013-03-22,"1,181 ","-3,302 ","2,169 "
2013-03-21,"2,541 ","-2,692 ",150 
2013-03-20,"2,740 ","-3,743 ",941 
2013-03-19,653 ,"-1,828 ",936 
2013-03-18,"2,042 ","-3,569 ","1,501 "
2013-03-15,"3,157 ","-5,697 ","2,444 "
2013-03-14,"2,551 ","-2,169 ",-429 
2013-03-13,665 ,79 ,-692 
2013-03-12,"1,233 ",-909 ,-357 
2013-03-11,"-1,648 ","-2,082 ","3,780 "
2013-03-08,-721 ,-42 ,755 
2013-03-07,"1,492 ",-506 ,"-1,035 "
2013-03-06,-782 ,262 ,606 
2013-03-05,-42 ,917 ,-778 
2013-03-04,150 ,"4,187 ","-4,184 "
2013-02-28,"-4,594 ","2,020 ","2,828 "
2013-02-27,-502 ,-182 ,635 
2013-02-26,"1,352 ",-365 ,233 
2013-02-25,720 ,392 ,-989 
2013-02-22,"-1,969 ",256 ,"1,880 "
2013-02-21,141 ,"2,849 ","-2,799 "
2013-02-20,"-7,609 ","5,797 ","2,260 "
2013-02-19,-655 ,621 ,84 
2013-02-18,-599 ,168 ,431 
2013-02-15,-608 ,-21 ,562 
2013-02-14,"-1,221 ",910 ,227 
2013-02-13,"-3,569 ","1,103 ","2,470 "
2013-02-12,119 ,"1,260 ","-1,521 "
2013-02-08,"-1,332 ",547 ,630 
2013-02-07,145 ,849 ,-895 
2013-02-06,"1,066 ",-820 ,-175 
2013-02-05,"1,256 ",67 ,"-1,278 "
2013-02-04,166 ,492 ,-715 
2013-02-01,38 ,-297 ,18 
2013-01-31,-496 ,-822 ,"1,272 "
2013-01-30,-651 ,-854 ,"1,561 "
2013-01-29,"-1,767 ",-322 ,"2,165 "
2013-01-28,712 ,"-4,901 ","4,158 "
2013-01-25,"3,507 ","-4,890 ","1,319 "
2013-01-24,"1,720 ","-1,936 ",374 
2013-01-23,"1,206 ",171 ,"-1,196 "
2013-01-22,60 ,"-2,065 ","2,208 "
2013-01-21,119 ,"-1,828 ","1,804 "
2013-01-18,-46 ,308 ,-145 
2013-01-17,863 ,"-1,143 ",467 
2013-01-16,"1,317 ",-884 ,-352 
2013-01-15,"1,840 ","-2,248 ",443 
2013-01-14,31 ,-920 ,985 
2013-01-11,"1,673 ",-90 ,"-1,547 "
2013-01-10,435 ,-27 ,-423 
2013-01-09,"1,311 ",87 ,"-1,324 "
2013-01-08,784 ,450 ,"-1,128 "
2013-01-07,256 ,-439 ,234 
2013-01-04,865 ,561 ,"-1,349 "
2013-01-03,-446 ,"1,115 ",-700 
2013-01-02,"-2,525 ","1,736 ",764 
2012-12-28,"-1,398 ",-243 ,"1,792 "
2012-12-27,"1,287 ","-1,663 ",454 
2012-12-26,"-4,770 ","2,333 ","2,529 "
2012-12-24,"-2,253 ","2,227 ",143 
2012-12-21,"-2,378 ","3,800 ",-726 
2012-12-20,"-2,917 ","3,092 ","1,754 "
2012-12-18,"-2,587 ","2,159 ",375 
2012-12-17,-263 ,"1,717 ","-1,274 "
2012-12-14,151 ,792 ,-818 
2012-12-13,"-4,859 ","5,329 ",-239 
2012-12-12,"-2,447 ","2,059 ",559 
2012-12-11,"-2,809 ","1,994 ",809 
2012-12-10,-207 ,"2,788 ","-2,553 "
2012-12-07,"-3,045 ","1,981 ",912 
2012-12-06,"-2,070 ","2,139 ",-110 
2012-12-05,"-1,619 ","1,398 ",807 
2012-12-04,26 ,943 ,-934 
2012-12-03,-663 ,"2,712 ","-1,945 "
2012-11-30,"-1,913 ",915 ,955 
2012-11-29,"-3,281 ",432 ,"2,616 "
2012-11-28,740 ,"-2,635 ","1,645 "
2012-11-27,"-3,160 ",-675 ,"3,828 "
2012-11-26,-937 ,267 ,676 
2012-11-23,"-1,998 ","1,622 ",485 
2012-11-22,"-2,175 ",-391 ,"2,617 "
2012-11-21,"-1,004 ","1,606 ",-801 
2012-11-20,"-1,273 ",528 ,559 
2012-11-19,-388 ,"-1,330 ","1,666 "
2012-11-16,-385 ,"-1,346 ","1,679 "
2012-11-15,316 ,"-2,579 ","1,826 "
2012-11-14,-450 ,-692 ,"1,038 "
2012-11-13,96 ,-20 ,-175 
2012-11-12,369 ,"-1,566 ","1,048 "
2012-11-09,"1,891 ","-2,645 ",591 
2012-11-08,"4,006 ","-1,193 ","-3,012 "
2012-11-07,"-1,066 ","1,298 ",-330 
2012-11-06,"-1,670 ",32 ,"1,643 "
2012-11-05,720 ,-533 ,-112 
2012-11-02,"-1,971 ","1,381 ","4,017 "
2012-11-01,"1,623 ","2,073 ","-3,818 "
2012-10-31,"-1,657 ",-461 ,"2,145 "
2012-10-30,"-1,343 ","1,019 ",277 
2012-10-29,"-1,215 ","-1,248 ","2,408 "
2012-10-26,"1,606 ","-1,669 ",94 
2012-10-25,675 ,-19 ,-741 
2012-10-24,"1,142 ","-3,197 ","1,759 "
2012-10-23,"2,065 ",-551 ,"-1,485 "
2012-10-22,"1,322 ",-724 ,-660 
2012-10-19,140 ,"-2,204 ","2,115 "
2012-10-18,"-2,496 ",516 ,"2,155 "
2012-10-17,"-1,521 ",267 ,"1,272 "
2012-10-16,302 ,-340 ,88 
2012-10-15,436 ,"-1,697 ","1,390 "
2012-10-12,"1,824 ","-2,880 ","1,147 "
2012-10-11,"5,429 ","-1,974 ","-3,420 "
2012-10-10,"3,894 ",823 ,"-2,789 "
2012-10-09,319 ,-660 ,386 
2012-10-08,"1,778 ","3,754 ","-1,258 "
2012-10-05,-719 ,-479 ,"1,261 "
2012-10-04,"2,098 ",-611 ,"-1,660 "
2012-10-02,483 ,480 ,"-1,083 "
2012-09-28,-829 ,"2,318 ",-452 
2012-09-27,447 ,"-1,304 ",924 
2012-09-26,"1,358 ",237 ,"-1,613 "
2012-09-25,78 ,-123 ,839 
2012-09-24,-25 ,12 ,39 
2012-09-21,"-1,427 ","1,679 ",-207 
2012-09-20,557 ,"1,678 ","-2,103 "
2012-09-19,-133 ,"1,749 ","-1,508 "
2012-09-18,-488 ,570 ,4 
2012-09-17,-732 ,"5,078 ","-4,365 "
2012-09-14,"-14,510 ","12,726 ","2,154 "
2012-09-13,-225 ,"1,265 ","-1,142 "
2012-09-12,"-5,018 ",595 ,"4,367 "
2012-09-11,570 ,"2,090 ","-1,472 "
2012-09-10,"-1,477 ","2,088 ",-670 
2012-09-07,"-7,337 ","3,078 ","4,096 "
2012-09-06,"1,127 ","-1,929 ",688 
2012-09-05,"5,490 ",-597 ,"-4,893 "
2012-09-04,298 ,324 ,-492 
2012-09-03,-597 ,700 ,-279 
2012-08-31,"1,419 ",-473 ,-992 
2012-08-30,"3,144 ","-1,527 ","-1,713 "
2012-08-29,"-1,075 ","-1,257 ","2,246 "
2012-08-28,"1,452 ","-1,146 ",-291 
2012-08-27,"-1,942 ","3,506 ","-1,241 "
2012-08-24,717 ,"-2,162 ","1,448 "
2012-08-23,-371 ,"1,016 ",-505 
2012-08-22,-260 ,"1,863 ","-1,479 "
2012-08-21,"-1,851 ","2,479 ",-554 
2012-08-20,-967 ,342 ,480 
2012-08-17,"-3,005 ","3,155 ",209 
2012-08-16,"-2,478 ","3,513 ",-902 
2012-08-14,"-3,606 ","4,296 ",-633 
2012-08-13,-271 ,"2,650 ","-2,332 "
2012-08-10,"-3,520 ","6,569 ","-2,863 "
2012-08-09,"-14,284 ","15,650 ",-964 
2012-08-08,"-8,245 ","7,329 ",885 
2012-08-07,"-2,278 ",609 ,"1,707 "
2012-08-06,"-5,350 ","1,624 ","3,765 "
2012-08-03,402 ,-616 ,175 
2012-08-02,"-2,133 ","2,110 ",74 
2012-08-01,"-2,524 ",479 ,"2,192 "
2012-07-31,"-10,939 ","6,153 ","5,003 "
2012-07-30,"-4,380 ","4,920 ",-544 
2012-07-27,"-7,195 ","4,781 ","2,523 "
2012-07-26,-789 ,-441 ,"1,262 "
2012-07-25,-767 ,-884 ,"1,712 "
2012-07-24,291 ,-212 ,-105 
2012-07-23,"2,671 ","-1,857 ",-898 
2012-07-20,"-1,740 ","1,961 ",-384 
2012-07-19,"-3,854 ",707 ,"3,302 "
2012-07-18,"2,255 ",-436 ,"-1,919 "
2012-07-17,"-2,165 ","3,170 ","5,837 "
2012-07-16,318 ,-800 ,478 
2012-07-13,"-1,269 ","-3,358 ","4,606 "
2012-07-12,"4,916 ","-2,394 ","-2,621 "
2012-07-11,"2,306 ","-2,278 ",-84 
2012-07-10,"1,720 ","-1,139 ",-568 
2012-07-09,"2,457 ","-3,360 ",698 
2012-07-06,"1,880 ",192 ,"-2,001 "
2012-07-05,"-1,655 ",167 ,"1,225 "
2012-07-04,"-1,488 ","1,728 ",-199 
2012-07-03,"-4,146 ",151 ,"3,934 "
2012-07-02,"-1,457 ",416 ,"1,066 "
2012-06-29,"-2,239 ","-1,556 ","3,669 "
2012-06-28,153 ,-626 ,349 
2012-06-27,"2,013 ","-2,410 ",711 
2012-06-26,"2,469 ","-3,034 ",419 
2012-06-25,"5,494 ","-4,905 ",-782 
2012-06-22,"7,321 ","-2,332 ","-5,093 "
2012-06-21,-794 ,275 ,545 
2012-06-20,"-1,534 ","2,345 ",-844 
2012-06-19,"-1,665 ","1,919 ",-129 
2012-06-18,"-3,832 ","3,730 ",243 
2012-06-15,-997 ,"-2,002 ","3,046 "
2012-06-14,"-2,764 ",770 ,"2,041 "
2012-06-13,"-1,511 ","1,557 ",-2 
2012-06-12,430 ,-394 ,-104 
2012-06-11,"-2,502 ","2,170 ",176 
2012-06-08,-590 ,16 ,524 
2012-06-07,"-4,759 ","2,916 ","2,081 "
2012-06-05,"-2,147 ","-3,332 ","5,450 "
2012-06-04,"-1,427 ","-2,841 ","4,487 "
2012-06-01,"1,231 ","-2,022 ",836 
2012-05-31,477 ,-177 ,-384 
2012-05-30,618 ,63 ,-765 
2012-05-29,"-3,056 ",290 ,"2,568 "
2012-05-25,-473 ,"-1,355 ","1,679 "
2012-05-24,41 ,"-2,337 ","2,208 "
2012-05-23,"1,680 ","-3,825 ","1,919 "
2012-05-22,"1,095 ",-60 ,-980 
2012-05-21,870 ,-571 ,-137 
2012-05-18,"2,886 ","-4,286 ","1,291 "
2012-05-17,"1,075 ",-487 ,-645 
2012-05-16,"2,723 ","-4,906 ","2,148 "
2012-05-15,241 ,"-1,870 ","1,638 "
2012-05-14,939 ,"-1,577 ",664 
2012-05-11,"2,672 ","-1,668 ","-1,174 "
2012-05-10,"2,444 ","-2,083 ",-557 
2012-05-09,"2,194 ","-3,468 ","1,343 "
2012-05-08,"1,341 ","-3,246 ","1,892 "
2012-05-07,"4,564 ","-4,440 ",-40 
2012-05-04,441 ,-957 ,508 
2012-05-03,285 ,"-1,345 ","1,159 "
2012-05-02,"1,277 ","-1,332 ",182 
2012-04-30,"-2,786 ","3,119 ",-104 
2012-04-27,"-2,439 ","3,289 ",-946 
2012-04-26,"-1,985 ","1,818 ",338 
2012-04-25,-238 ,7 ,284 
2012-04-24,502 ,59 ,-636 
2012-04-23,-917 ,"-1,276 ","2,082 "
2012-04-20,"4,181 ","-3,300 ",-966 
2012-04-19,641 ,-900 ,68 
2012-04-18,762 ,"-1,233 ",586 
2012-04-17,"2,139 ","-2,987 ",771 
2012-04-16,"3,813 ","-1,239 ","-2,631 "
2012-04-13,"-1,283 ",301 ,"4,503 "
2012-04-12,"2,012 ","-3,581 ","1,507 "
2012-04-10,-612 ,-820 ,"1,583 "
2012-04-09,"2,360 ",-565 ,"-1,793 "
2012-04-06,"1,420 ","2,288 ","-3,959 "
2012-04-05,680 ,56 ,-667 
2012-04-04,"1,698 ","2,276 ","2,040 "
2012-04-03,"-3,919 ","2,623 ","1,176 "
2012-04-02,-63 ,-171 ,273 
2012-03-30,-10 ,228 ,-213 
2012-03-29,905 ,392 ,"-1,292 "
2012-03-28,90 ,-546 ,448 
2012-03-27,"-2,116 ","3,447 ","-1,183 "
2012-03-26,"3,059 ",-416 ,"-2,202 "
2012-03-23,"1,037 ",469 ,"-1,516 "
2012-03-22,977 ,-482 ,-323 
2012-03-21,"3,417 ","-1,463 ","-1,850 "
2012-03-20,"1,764 ",117 ,"-1,703 "
2012-03-19,830 ,367 ,-631 
2012-03-16,"1,511 ","1,548 ","-1,120 "
2012-03-15,775 ,"1,677 ","-2,429 "
2012-03-14,"-4,792 ","5,366 ",-192 
2012-03-13,"-3,131 ","1,202 ","2,181 "
2012-03-12,"2,863 ","-1,468 ","-1,424 "
2012-03-09,"-1,024 ",155 ,808 
2012-03-08,"2,031 ","-4,191 ","2,004 "
2012-03-07,"3,505 ","-3,721 ",189 
2012-03-06,"2,985 ","-2,258 ",-621 
2012-03-05,"2,721 ",-477 ,"-2,242 "
2012-03-02,"-3,143 ","3,694 ",-382 
2012-02-29,"-5,253 ","5,288 ",35 
2012-02-28,"-1,615 ",-796 ,"2,436 "
2012-02-27,"3,008 ",-284 ,"-2,374 "
2012-02-24,-677 ,"1,746 ","-1,012 "
2012-02-23,"2,381 ",-151 ,"-2,046 "
2012-02-22,-163 ,"3,088 ","-2,707 "
2012-02-21,"1,806 ","1,247 ","-2,910 "
2012-02-20,666 ,"1,628 ","-2,101 "
2012-02-17,"-3,029 ","2,588 ",449 
2012-02-16,"4,179 ",-518 ,"-3,663 "
2012-02-15,"-3,412 ","2,542 ","1,157 "
2012-02-14,"1,479 ",217 ,"-1,654 "
2012-02-13,"-1,786 ","1,654 ",422 
2012-02-10,"3,195 ",900 ,"-3,955 "
2012-02-09,445 ,"1,043 ","-1,542 "
2012-02-08,"-4,045 ","4,006 ",-18 
2012-02-07,"-2,544 ","3,636 ",-879 
2012-02-06,"-1,460 ","1,801 ",-269 
2012-02-03,"3,501 ","-1,208 ","-2,337 "
2012-02-02,"-7,662 ","10,095 ","-2,229 "
2012-02-01,"-1,976 ","4,156 ","-2,190 "
2012-01-31,-323 ,"1,402 ","-1,068 "
2012-01-30,"1,715 ",-751 ,-936 
2012-01-27,"-2,509 ","4,911 ","-2,284 "
2012-01-26,"-2,701 ","4,646 ","-1,776 "
2012-01-25,"-3,964 ","9,424 ","-5,109 "
2012-01-20,"-11,515 ","14,404 ","-2,521 "
2012-01-19,"-7,318 ","7,404 ",200 
2012-01-18,"-2,911 ","4,450 ","-1,614 "
2012-01-17,"-6,763 ","4,229 ","2,730 "
2012-01-16,"1,406 ",66 ,"-1,396 "
2012-01-13,"-3,375 ","6,053 ","4,325 "
2012-01-12,"-2,741 ","1,668 ",936 
2012-01-11,-858 ,"1,126 ",-420 
2012-01-10,"-5,370 ",253 ,"6,079 "
2012-01-09,"3,706 ",-757 ,"-2,807 "
2012-01-06,"3,039 ",-483 ,"-2,691 "
2012-01-05,"-2,308 ",-416 ,"2,799 "
2012-01-04,"-3,921 ","2,881 ","1,100 "
2012-01-03,"-9,710 ","3,026 ","6,776 "
2012-01-02,72 ,"-1,023 ",922 
2011-12-29,-989 ,127 ,"1,134 "
2011-12-28,"1,842 ",305 ,"-1,995 "
2011-12-27,"-2,093 ",957 ,"1,420 "
2011-12-26,129 ,819 ,-569 
2011-12-23,"-5,305 ","1,857 ","3,664 "
2011-12-22,-753 ,-189 ,975 
2011-12-21,"-5,690 ","3,255 ","3,333 "
2011-12-20,"1,668 ","-3,207 ","1,590 "
2011-12-19,"1,666 ","-2,407 ",81 
2011-12-16,"1,452 ",335 ,"-1,805 "
2011-12-15,"4,857 ","-2,859 ","-2,053 "
2011-12-14,"2,427 ","-3,464 ","1,222 "
2011-12-13,"3,886 ","-2,041 ","-2,042 "
2011-12-12,-667 ,26 ,630 
2011-12-09,"5,792 ","-4,202 ","-1,611 "
2011-12-08,-249 ,"2,028 ","-1,557 "
2011-12-07,"-2,883 ",-286 ,"3,367 "
2011-12-06,"-1,274 ","-1,602 ","2,889 "
2011-12-05,-397 ,-728 ,"1,131 "
2011-12-02,"-4,955 ",995 ,"6,292 "
2011-12-01,"-16,809 ","6,279 ","10,493 "
2011-11-30,"-6,389 ","3,887 ","2,597 "
2011-11-29,"-9,560 ","4,148 ","6,403 "
2011-11-28,"-3,703 ","-1,981 ","5,333 "
2011-11-25,360 ,"-3,544 ","3,124 "
2011-11-24,-535 ,"-2,722 ","3,283 "
2011-11-23,"3,721 ","-4,210 ",311 
2011-11-22,"1,770 ","-3,263 ","1,194 "
2011-11-21,"2,497 ","-2,884 ",138 
2011-11-18,"6,229 ","-3,996 ","-2,547 "
2011-11-17,"2,650 ","-3,401 ",531 
2011-11-16,"1,592 ",896 ,"-2,591 "
2011-11-15,387 ,-797 ,411 
2011-11-14,"-4,546 ","1,330 ","3,226 "
2011-11-11,"2,070 ","-2,634 ",308 
2011-11-10,"6,282 ","-5,037 ","-1,796 "
2011-11-09,-606 ,"-2,677 ","3,337 "
2011-11-08,"-1,071 ",241 ,877 
2011-11-07,962 ,"1,348 ","-2,475 "
2011-11-04,"-8,223 ",626 ,"7,221 "
2011-11-03,"4,584 ",-333 ,"-4,101 "
2011-11-02,"1,988 ","-3,493 ","1,463 "
2011-11-01,-158 ,"1,692 ","-1,641 "
2011-10-31,"2,477 ","1,384 ","-3,815 "
2011-10-28,"-6,679 ","4,532 ","2,530 "
2011-10-27,"-5,088 ","1,686 ","3,405 "
2011-10-26,-514 ,"-1,030 ","1,364 "
2011-10-25,"-1,789 ","3,543 ","-1,888 "
2011-10-24,"-7,368 ","1,817 ","5,762 "
2011-10-21,263 ,"-2,581 ","2,256 "
2011-10-20,906 ,"-1,122 ",11 
2011-10-19,596 ,-269 ,-502 
2011-10-18,"2,123 ","1,438 ","2,098 "
2011-10-17,"-3,553 ","2,527 ",765 
2011-10-14,"-1,021 ",436 ,521 
2011-10-13,"-1,898 ","4,404 ","-2,248 "
2011-10-12,-583 ,-57 ,538 
2011-10-11,"-5,958 ","3,309 ","2,871 "
2011-10-10,-969 ,"-1,010 ","1,942 "
2011-10-07,"-8,695 ","3,808 ","4,510 "
2011-10-06,"-7,139 ","1,176 ","5,492 "
2011-10-05,778 ,"-3,012 ","1,750 "
2011-10-04,"6,503 ","-4,499 ","-2,100 "
2011-09-30,"-1,873 ","2,198 ",-665 
2011-09-29,"-2,996 ","1,188 ","1,896 "
2011-09-28,-553 ,"3,261 ","-2,973 "
2011-09-27,"-3,222 ","1,644 ","1,725 "
2011-09-26,"-4,355 ","-2,614 ","6,986 "
2011-09-23,"9,071 ","-6,683 ","-3,030 "
2011-09-22,"7,625 ","-3,037 ","-4,773 "
2011-09-21,"-3,240 ","2,656 ",734 
2011-09-20,"-2,739 ","-1,828 ","4,509 "
2011-09-19,403 ,29 ,-487 
2011-09-16,"-11,035 ",911 ,"9,901 "
2011-09-15,42 ,"-1,934 ","1,747 "
2011-09-14,"4,527 ","-6,880 ","1,940 "
2011-09-09,"1,457 ","-1,135 ",-386 
2011-09-08,"-4,999 ",-55 ,"4,933 "
2011-09-07,"-1,311 ","-3,288 ","4,729 "
2011-09-06,"4,377 ","-4,360 ",-94 
2011-09-05,"7,400 ","-3,298 ","-4,293 "
2011-09-02,"3,966 ",-798 ,"-3,883 "
2011-09-01,"-6,845 ","10,892 ","-3,724 "
2011-08-31,"-3,429 ","2,647 ","1,029 "
2011-08-30,156 ,"2,007 ","-2,415 "
2011-08-29,"-1,957 ","-1,633 ","3,248 "
2011-08-26,"-1,404 ",-620 ,"1,705 "
2011-08-25,-543 ,-451 ,911 
2011-08-24,"2,431 ",938 ,"-3,814 "
2011-08-23,"-2,004 ",-647 ,"2,516 "
2011-08-22,"-1,909 ","-2,421 ","3,708 "
2011-08-19,"1,615 ","-2,602 ","1,138 "
2011-08-18,"6,109 ","-1,511 ","-4,565 "
2011-08-17,-20 ,-134 ,273 
2011-08-16,"-3,944 ","6,604 ","-2,550 "
2011-08-12,"4,914 ","-2,785 ","-2,181 "
2011-08-11,"1,081 ","-2,792 ","1,417 "
2011-08-10,"15,559 ","-12,625 ","-2,884 "
2011-08-09,"1,199 ","-11,669 ","9,845 "
2011-08-08,"-7,333 ",-844 ,"7,948 "
2011-08-05,"-5,722 ","-4,110 ","9,836 "
2011-08-04,"4,725 ","-4,386 ",51 
2011-08-03,"7,179 ","-7,776 ",178 
2011-08-02,"6,806 ","-3,742 ","-3,103 "
2011-08-01,"-5,185 ","2,534 ","2,626 "
2011-07-29,"1,145 ","-1,474 ",256 
2011-07-28,"1,309 ","-1,260 ",-130 
2011-07-27,"-2,571 ",-418 ,"3,053 "
2011-07-26,"-1,692 ",-317 ,"3,511 "
2011-07-25,"1,412 ",-610 ,-820 
2011-07-22,"-5,449 ","1,616 ","3,995 "
2011-07-21,247 ,"-1,778 ","1,516 "
2011-07-20,"-2,597 ","-1,354 ","4,085 "
2011-07-19,83 ,"-3,095 ","2,904 "
2011-07-18,"2,444 ","-2,108 ",-260 
2011-07-15,"-1,484 ","-1,277 ","2,834 "
2011-07-14,"7,492 ",-449 ,-938 
2011-07-13,"3,456 ","-1,958 ","-1,532 "
2011-07-12,"4,721 ","-3,858 ",-950 
2011-07-11,"1,201 ","1,077 ","-2,681 "
2011-07-08,21 ,"17,182 ","-15,467 "
2011-07-07,"-6,265 ","5,333 ","1,119 "
2011-07-06,-776 ,"1,699 ",-637 
2011-07-05,"-5,722 ","3,757 ","2,527 "
2011-07-04,"-3,735 ","1,610 ","2,217 "
2011-07-01,"-5,793 ","1,633 ","4,200 "
2011-06-30,"-3,304 ","1,836 ","1,442 "
2011-06-29,"-5,497 ","4,203 ","1,453 "
2011-06-28,"-2,169 ",-370 ,"3,269 "
2011-06-27,"3,973 ","-1,030 ","-3,039 "
2011-06-24,"-6,384 ",560 ,"5,843 "
2011-06-23,"1,570 ","-1,274 ",-328 
2011-06-22,"-3,163 ",-172 ,"3,492 "
2011-06-21,"-2,401 ",34 ,"2,573 "
2011-06-20,-493 ,"-1,309 ","1,990 "
2011-06-17,706 ,"-1,882 ","1,356 "
2011-06-16,"3,197 ","-2,081 ","-1,086 "
2011-06-15,"-1,796 ",155 ,"1,969 "
2011-06-14,"-4,435 ",-525 ,"4,908 "
2011-06-13,"-1,471 ","-2,037 ","3,480 "
2011-06-10,"3,415 ",-340 ,"-2,780 "
2011-06-09,"6,541 ","-6,596 ",95 
2011-06-08,"3,596 ",918 ,"-4,480 "
2011-06-07,162 ,"2,175 ","-2,020 "
2011-06-03,-485 ,216 ,785 
2011-06-02,"2,860 ",-321 ,"-2,842 "
2011-06-01,-507 ,492 ,50 
2011-05-31,"-12,411 ","4,829 ","7,702 "
2011-05-30,"1,631 ",-838 ,-801 
2011-05-27,"-1,676 ","2,224 ",673 
2011-05-26,"-5,166 ","2,908 ","2,549 "
2011-05-25,"1,676 ",-726 ,-794 
2011-05-24,818 ,"-2,736 ","2,041 "
2011-05-23,"4,614 ","-4,123 ",-463 
2011-05-20,-731 ,"-1,236 ","1,951 "
2011-05-19,"2,810 ","-3,805 ","1,116 "
2011-05-18,"-1,974 ",-496 ,"2,135 "
2011-05-17,"3,006 ","-2,341 ",-505 
2011-05-16,"4,299 ","-5,093 ",636 
2011-05-13,"5,457 ","-6,377 ",796 
2011-05-12,"10,532 ","-9,964 ",-912 
2011-05-11,-15 ,"1,436 ","-1,502 "
2011-05-09,"2,217 ",709 ,"-3,163 "
2011-05-06,"3,783 ","-2,376 ","-1,306 "
2011-05-04,"1,915 ",196 ,"-1,991 "
2011-05-03,"3,610 ",338 ,"-3,510 "
2011-05-02,"-4,905 ","1,910 ","2,990 "
2011-04-29,"1,347 ",760 ,"-2,149 "
2011-04-28,"1,896 ",90 ,"-2,555 "
2011-04-27,"-4,328 ","6,885 ","-1,968 "
2011-04-26,"2,877 ",778 ,"-2,973 "
2011-04-25,847 ,"1,313 ","-2,028 "
2011-04-22,"3,152 ","2,103 ","-5,171 "
2011-04-21,"-5,914 ","8,275 ","-2,000 "
2011-04-20,"-4,311 ","1,775 ","2,726 "
2011-04-19,"6,457 ","-5,318 ","-1,206 "
2011-04-18,"4,480 ",-326 ,"-4,053 "
2011-04-15,"1,928 ","-1,543 ",-117 
2011-04-14,"1,487 ",-179 ,"-1,174 "
2011-04-13,676 ,-238 ,-855 
2011-04-12,"6,028 ","-2,209 ","-3,796 "
2011-04-11,"2,254 ",997 ,"-2,902 "
2011-04-08,-348 ,"1,125 ",-701 
2011-04-07,"2,044 ",670 ,"-2,446 "
2011-04-06,"-2,555 ","5,161 ","-2,994 "
2011-04-05,"-1,465 ","2,178 ",-706 
2011-04-04,"4,107 ","1,827 ","-5,350 "
2011-04-01,"-4,658 ","7,347 ","-2,582 "
2011-03-31,"-4,692 ","6,901 ","-1,781 "
2011-03-30,"-5,518 ","4,922 ","1,023 "
2011-03-29,-771 ,"1,739 ",-760 
2011-03-28,963 ,"1,627 ","-2,340 "
2011-03-25,"-2,097 ","3,588 ","-1,123 "
2011-03-24,"-2,544 ","2,725 ",-53 
2011-03-23,-556 ,"1,237 ",-435 
2011-03-22,-50 ,"2,301 ","-1,967 "
2011-03-21,169 ,"1,320 ","-1,455 "
2011-03-18,"-2,905 ","1,387 ","1,279 "
2011-03-17,"-1,830 ","1,133 ","1,021 "
2011-03-16,"-5,443 ",-40 ,"5,454 "
2011-03-15,17 ,"-2,281 ","1,681 "
2011-03-14,"-1,663 ","1,304 ",432 
2011-03-11,"3,772 ","-5,034 ",974 
2011-03-10,"7,194 ","-11,779 ","4,704 "
2011-03-09,379 ,-357 ,-139 
2011-03-08,-623 ,"-4,068 ","4,606 "
2011-03-07,"2,809 ",-465 ,"-2,196 "
2011-03-04,"-6,276 ","3,960 ","1,788 "
2011-03-03,"-4,042 ","1,788 ","1,796 "
2011-03-02,-441 ,-732 ,926 
2011-02-28,464 ,"-2,231 ","1,658 "
2011-02-25,763 ,"-3,180 ","2,044 "
2011-02-24,"-1,335 ","-1,768 ","3,296 "
2011-02-23,"-1,033 ","-1,598 ","2,995 "
2011-02-22,"1,673 ","-3,407 ","1,970 "
2011-02-21,"2,249 ","1,762 ","-3,770 "
2011-02-18,"-2,821 ",955 ,"1,840 "
2011-02-17,-372 ,712 ,-493 
2011-02-16,-605 ,"-2,049 ","2,811 "
2011-02-15,694 ,-487 ,-364 
2011-02-14,"-1,693 ",312 ,"1,115 "
2011-02-11,"3,136 ","-6,173 ","2,704 "
2011-02-10,"8,009 ","-10,972 ","3,009 "
2011-02-09,"4,636 ","-4,796 ",274 
2011-02-08,"1,321 ",-827 ,-620 
2011-02-07,-413 ,71 ,428 
2011-02-01,"2,086 ","-1,416 ",-773 
2011-01-31,"5,284 ","-6,996 ","1,739 "
2011-01-28,"3,093 ","-1,592 ","-1,059 "
2011-01-27,44 ,"3,639 ","-3,346 "
2011-01-26,"-3,350 ","1,191 ","1,982 "
2011-01-25,"-2,853 ",725 ,"1,956 "
2011-01-24,-790 ,"-1,254 ","1,970 "
2011-01-21,"3,983 ","-2,955 ",-684 
2011-01-20,"3,192 ","-1,340 ","-1,922 "
2011-01-19,-458 ,-34 ,652 
2011-01-18,960 ,-200 ,-814 
2011-01-17,"4,641 ",-353 ,"-4,422 "
2011-01-14,"1,801 ","-1,426 ",55 
2011-01-13,"6,389 ","1,458 ","-8,113 "
2011-01-12,-365 ,"3,259 ","-2,851 "
2011-01-11,957 ,"-1,013 ",147 
2011-01-10,"1,734 ","-2,357 ",845 
2011-01-07,"-1,725 ",-509 ,"2,324 "
2011-01-06,-871 ,"3,401 ","-2,408 "
2011-01-05,-479 ,"1,300 ",-855 
2011-01-04,"-3,723 ","5,106 ","-1,014 "
2011-01-03,"-3,665 ","3,097 ",496 
2010-12-30,"-1,984 ","-1,438 ","4,120 "
2010-12-29,"1,016 ",-217 ,"-1,067 "
